step,loss
0,0.0062617105431854725
1,0.014931689016520977
2,0.05999424681067467
3,0.004681778140366077
4,0.012420255690813065
5,0.04859988018870354
6,0.005683890078216791
7,0.009585289284586906
8,0.054078903049230576
9,0.004401484038680792
10,0.010917619802057743
11,0.053526997566223145
12,0.005662819370627403
13,0.0056352089159190655
14,0.04648791253566742
15,0.005900606978684664
16,0.015088465064764023
17,0.04699988290667534
18,0.01584124006330967
19,0.03456397354602814
20,0.059336643666028976
21,0.005376759916543961
22,0.03145601972937584
23,0.07612352073192596
24,0.005146294366568327
25,0.030201653018593788
26,0.08476317673921585
27,0.03738101199269295
28,0.0073890057392418385
29,0.08405090868473053
30,0.004560492001473904
31,0.037246812134981155
32,0.08233035355806351
33,0.004222736228257418
34,0.0066307177767157555
35,0.06795433163642883
36,0.00555133493617177
37,0.014812731184065342
38,0.054066166281700134
39,0.007563059683889151
40,0.018545273691415787
41,0.037346821278333664
42,0.01110074296593666
43,0.02401748113334179
44,0.02159862406551838
45,0.019647708162665367
46,0.024900654330849648
47,0.01945551298558712
48,0.023458439856767654
49,0.031769003719091415
50,0.0185396708548069
51,0.030573613941669464
52,0.032920997589826584
53,0.018053198233246803
54,0.02584901638329029
55,0.039941154420375824
56,0.018650086596608162
57,0.03171597048640251
58,0.025180943310260773
59,0.016974084079265594
60,0.028326280415058136
61,0.04821223393082619
62,0.0443141907453537
63,0.0282624289393425
64,0.025108693167567253
65,0.012724906206130981
66,0.020720133557915688
67,0.042145565152168274
68,0.011148407123982906
69,0.01669381931424141
70,0.04134966805577278
71,0.010824553668498993
72,0.012634825892746449
73,0.025496669113636017
74,0.013377741910517216
75,0.01153307780623436
76,0.03339017927646637
77,0.018213478848338127
78,0.011069774627685547
79,0.05093931406736374
80,0.023704109713435173
81,0.009631900116801262
82,0.0263369120657444
83,0.025965463370084763
84,0.01246885396540165
85,0.019857022911310196
86,0.025749918073415756
87,0.011012320406734943
88,0.02282797545194626
89,0.02774270996451378
90,0.012333070859313011
91,0.024745861068367958
92,0.0273052379488945
93,0.023223266005516052
94,0.02848917245864868
95,0.042433299124240875
96,0.022940507158637047
97,0.03083273023366928
98,0.025609061121940613
99,0.029580192640423775
100,0.03700634092092514
101,0.022551504895091057
102,0.03294314816594124
103,0.0478517971932888
104,0.01927759312093258
105,0.03170846402645111
106,0.03550237789750099
107,0.03956964612007141
108,0.03059420920908451
109,0.03965381532907486
110,0.04236825555562973
111,0.024777162820100784
112,0.02930433489382267
113,0.04309740290045738
114,0.022706467658281326
115,0.01857990026473999
116,0.03785986080765724
117,0.018154777586460114
118,0.014240737073123455
119,0.03578156605362892
120,0.1848118007183075
121,0.19915618002414703
122,0.17702487111091614
123,0.21090002357959747
124,0.1641053557395935
125,0.22347119450569153
126,0.17539368569850922
127,0.20712727308273315
128,0.20136432349681854
129,0.1961941123008728
130,0.19304978847503662
131,0.23096758127212524
132,0.17757146060466766
133,0.12112239748239517
134,0.2153235375881195
135,0.14980578422546387
136,0.11845730245113373
137,0.20036472380161285
138,0.16562646627426147
139,0.07138265669345856
140,0.18209218978881836
141,0.14174914360046387
142,0.18686670064926147
143,0.1746709793806076
144,0.12249875068664551
145,0.14667539298534393
146,0.15798579156398773
147,0.10942906886339188
148,0.14076778292655945
149,0.16233576834201813
150,0.09917540848255157
151,0.18070851266384125
152,0.11748600006103516
153,0.06765599548816681
154,0.1436150223016739
155,0.12962158024311066
156,0.07232752442359924
157,0.1386781483888626
158,0.14933250844478607
159,0.035545043647289276
160,0.1409551054239273
161,0.10995899885892868
162,0.014555752277374268
163,0.14195775985717773
164,0.11193487048149109
165,0.0445646196603775
166,0.11868374794721603
167,0.08582854270935059
168,0.03167838603258133
169,0.117402583360672
170,0.09972335398197174
171,0.0375940278172493
172,0.09325484186410904
173,0.07361379265785217
174,0.05460786074399948
175,0.09201554954051971
176,0.06440404057502747
177,-0.010297473520040512
178,0.04705764353275299
179,0.04077060520648956
180,-0.030234932899475098
181,0.06035120040178299
182,0.0732564702630043
183,-0.03568248078227043
184,0.06600956618785858
185,-0.019831757992506027
186,-0.04788012057542801
187,0.013881118968129158
188,0.027784960344433784
189,-0.05044436454772949
190,0.023658832535147667
191,0.030640972778201103
192,-0.06120971962809563
193,0.020911747589707375
194,0.003823466133326292
195,-0.05562645196914673
196,-0.025786032900214195
197,0.060201916843652725
198,-0.06252016872167587
199,-0.06631527841091156
200,-0.026697639375925064
201,-0.07536204904317856
202,-0.025307953357696533
203,-0.010029319673776627
204,-0.06591109931468964
205,-0.048191796988248825
206,-0.03807787224650383
207,-0.08181410282850266
208,-0.08205817639827728
209,-0.05779610574245453
210,-0.09593799710273743
211,-0.07050812244415283
212,-0.10102716088294983
213,-0.11589005589485168
214,-0.0749627873301506
215,-0.10580208897590637
216,-0.11987529695034027
217,-0.06323160231113434
218,-0.11718647927045822
219,-0.11806639283895493
220,-0.10717523097991943
221,-0.11489791423082352
222,-0.1300545334815979
223,-0.05966433510184288
224,-0.1323733925819397
225,-0.14083321392536163
226,-0.09752963483333588
227,-0.14991968870162964
228,-0.14131182432174683
229,-0.11092568933963776
230,-0.13546964526176453
231,-0.14626842737197876
232,-0.11377745121717453
233,-0.12535175681114197
234,-0.14571283757686615
235,-0.11609923839569092
236,-0.12500567734241486
237,-0.1417984813451767
238,-0.1308426707983017
239,-0.13696250319480896
240,-0.14940419793128967
241,-0.13183152675628662
242,-0.1443980485200882
243,-0.14574570953845978
244,-0.13415949046611786
245,-0.14415878057479858
246,-0.13689440488815308
247,-0.1358271986246109
248,-0.1427966058254242
249,-0.1374342143535614
250,-0.1401960402727127
251,-0.13158321380615234
252,-0.1433921605348587
253,-0.15272222459316254
254,-0.12568026781082153
255,-0.14582163095474243
256,-0.14979368448257446
257,-0.12368394434452057
258,-0.15064825117588043
259,-0.14928947389125824
260,-0.13963976502418518
261,-0.15100139379501343
262,-0.155079185962677
263,-0.1464255154132843
264,-0.15383855998516083
265,-0.15825630724430084
266,-0.15095530450344086
267,-0.15149825811386108
268,-0.16536939144134521
269,-0.1471555233001709
270,-0.1467909812927246
271,-0.1656663715839386
272,-0.14566859602928162
273,-0.1670905500650406
274,-0.1721433699131012
275,-0.1507086306810379
276,-0.1473575085401535
277,-0.17559368908405304
278,-0.149869903922081
279,-0.17004859447479248
280,-0.1806231141090393
281,-0.15471921861171722
282,-0.17156922817230225
283,-0.17992667853832245
284,-0.16213269531726837
285,-0.1707863211631775
286,-0.1650771051645279
287,-0.16725586354732513
288,-0.17306169867515564
289,-0.18026305735111237
290,-0.17104284465312958
291,-0.17550039291381836
292,-0.18112008273601532
293,-0.17078454792499542
294,-0.17743654549121857
295,-0.1811116337776184
296,-0.17113971710205078
297,-0.17894849181175232
298,-0.17363974452018738
299,-0.1712699830532074
300,-0.1791265904903412
301,-0.17523513734340668
302,-0.1729791909456253
303,-0.18073506653308868
304,-0.17435215413570404
305,-0.17093904316425323
306,-0.1806235909461975
307,-0.1713908165693283
308,-0.1526407152414322
309,-0.1805778443813324
310,-0.175470232963562
311,-0.1737179160118103
312,-0.17726273834705353
313,-0.17359691858291626
314,-0.17362381517887115
315,-0.1801595687866211
316,-0.17318354547023773
317,-0.1746518909931183
318,-0.18041792511940002
319,-0.1721629649400711
320,-0.1715860217809677
321,-0.15628576278686523
322,-0.17494958639144897
323,-0.17253684997558594
324,-0.18102462589740753
325,-0.17623940110206604
326,-0.1689431518316269
327,-0.1809462010860443
328,-0.1750795692205429
329,-0.16918331384658813
330,-0.18019646406173706
331,-0.16863621771335602
332,-0.1696760356426239
333,-0.179507777094841
334,-0.17136558890342712
335,-0.1726585477590561
336,-0.17841759324073792
337,-0.17213672399520874
338,-0.17240646481513977
339,-0.17500805854797363
340,-0.1798156052827835
341,-0.15971827507019043
342,-0.17247319221496582
343,-0.16680164635181427
344,-0.17069151997566223
345,-0.16887228190898895
346,-0.17808695137500763
347,-0.1730068325996399
348,-0.17197425663471222
349,-0.17543742060661316
350,-0.1761731207370758
351,-0.1692027598619461
352,-0.17567533254623413
353,-0.15730927884578705
354,-0.16482128202915192
355,-0.17347246408462524
356,-0.1541825234889984
357,-0.17050331830978394
358,-0.17169731855392456
359,-0.15404516458511353
360,-0.17357032001018524
361,-0.16863255202770233
362,-0.1607455462217331
363,-0.17458593845367432
364,-0.16761191189289093
365,-0.16655820608139038
366,-0.17733342945575714
367,-0.16158248484134674
368,-0.16818615794181824
369,-0.17559212446212769
370,-0.17074383795261383
371,-0.16731303930282593
372,-0.17605212330818176
373,-0.15452688932418823
374,-0.15582196414470673
375,-0.17610472440719604
376,-0.17418725788593292
377,-0.1521265208721161
378,-0.17717228829860687
379,-0.16026701033115387
380,-0.15441451966762543
381,-0.17758017778396606
382,-0.1638784408569336
383,-0.1643192619085312
384,-0.17703618109226227
385,-0.17176496982574463
386,-0.16803690791130066
387,-0.15712592005729675
388,-0.1587846875190735
389,-0.16310842335224152
390,-0.17144142091274261
391,-0.14369863271713257
392,-0.15477126836776733
393,-0.16811029613018036
394,-0.1710355132818222
395,-0.15150713920593262
396,-0.1664023995399475
397,-0.17623470723628998
398,-0.1537134051322937
399,-0.16704705357551575
400,-0.17659343779087067
401,-0.15523813664913177
402,-0.16691157221794128
403,-0.1764882653951645
404,-0.16160805523395538
405,-0.16926543414592743
406,-0.1765247881412506
407,-0.16896528005599976
408,-0.1697741001844406
409,-0.17160183191299438
410,-0.17457032203674316
411,-0.1731312870979309
412,-0.17740103602409363
413,-0.17818433046340942
414,-0.16991068422794342
415,-0.17793822288513184
416,-0.17875543236732483
417,-0.16230173408985138
418,-0.18120519816875458
419,-0.17782527208328247
420,-0.17314547300338745
421,-0.18121665716171265
422,-0.1777409017086029
423,-0.15927593410015106
424,-0.18180502951145172
425,-0.17920935153961182
426,-0.17663834989070892
427,-0.18197549879550934
428,-0.17872682213783264
429,-0.17923471331596375
430,-0.18302422761917114
431,-0.16475297510623932
432,-0.18073874711990356
433,-0.18274681270122528
434,-0.1811038851737976
435,-0.18368597328662872
436,-0.18666808307170868
437,-0.181428462266922
438,-0.18434244394302368
439,-0.18530422449111938
440,-0.18170315027236938
441,-0.18539732694625854
442,-0.1785387545824051
443,-0.17952357232570648
444,-0.18662500381469727
445,-0.18529309332370758
446,-0.1785861700773239
447,-0.18638360500335693
448,-0.18663088977336884
449,-0.17594410479068756
450,-0.18698668479919434
451,-0.1859712302684784
452,-0.17587757110595703
453,-0.18616360425949097
454,-0.18374484777450562
455,-0.1765400618314743
456,-0.1855204701423645
457,-0.18402867019176483
458,-0.17698146402835846
459,-0.18422527611255646
460,-0.1833920180797577
461,-0.17748531699180603
462,-0.18517088890075684
463,-0.18343649804592133
464,-0.168354332447052
465,-0.18548959493637085
466,-0.18356552720069885
467,-0.17712090909481049
468,-0.1648552566766739
469,-0.18263138830661774
470,-0.1787174940109253
471,-0.1858326643705368
472,-0.18071268498897552
473,-0.18094506859779358
474,-0.18690162897109985
475,-0.18114662170410156
476,-0.16863088309764862
477,-0.1862884759902954
478,-0.18240797519683838
479,-0.1674346774816513
480,-0.18562166392803192
481,-0.18366292119026184
482,-0.16733936965465546
483,-0.18491993844509125
484,-0.18513399362564087
485,-0.17231562733650208
486,-0.18314248323440552
487,-0.18015499413013458
488,-0.1761365681886673
489,-0.18135350942611694
490,-0.18216963112354279
491,-0.17633557319641113
492,-0.17840170860290527
493,-0.18332456052303314
494,-0.17416507005691528
495,-0.17995496094226837
496,-0.18614605069160461
497,-0.1529390662908554
498,-0.17770880460739136
499,-0.17424899339675903
500,-0.14632990956306458
501,-0.1721169352531433
502,-0.1851494163274765
503,-0.1498991698026657
504,-0.1811702847480774
505,-0.18271470069885254
506,-0.16205419600009918
507,-0.18133407831192017
508,-0.18029308319091797
509,-0.17315928637981415
510,-0.1821470409631729
511,-0.1759260892868042
512,-0.17316092550754547
513,-0.18099628388881683
514,-0.1736651510000229
515,-0.16639931499958038
516,-0.18435120582580566
517,-0.17591507732868195
518,-0.16268230974674225
519,-0.18511642515659332
520,-0.17456859350204468
521,-0.1634545922279358
522,-0.18451553583145142
523,-0.1738911271095276
524,-0.16410574316978455
525,-0.1832973062992096
526,-0.17887558043003082
527,-0.16914570331573486
528,-0.18083715438842773
529,-0.1632876843214035
530,-0.1753728687763214
531,-0.17846481502056122
532,-0.18162544071674347
533,-0.1800796538591385
534,-0.1758175641298294
535,-0.15878142416477203
536,-0.18428455293178558
537,-0.173861563205719
538,-0.16332639753818512
539,-0.1855112612247467
540,-0.1716686636209488
541,-0.17488829791545868
542,-0.18591511249542236
543,-0.17139464616775513
544,-0.17929421365261078
545,-0.18692897260189056
546,-0.17300249636173248
547,-0.167630136013031
548,-0.1866237372159958
549,-0.1739177107810974
550,-0.1832779198884964
551,-0.18629612028598785
552,-0.17466405034065247
553,-0.18492548167705536
554,-0.16790418326854706
555,-0.1735239028930664
556,-0.18436695635318756
557,-0.18621976673603058
558,-0.17567484080791473
559,-0.1846555918455124
560,-0.1857946515083313
561,-0.17478664219379425
562,-0.18452169001102448
563,-0.18581317365169525
564,-0.1697538197040558
565,-0.18054243922233582
566,-0.18477186560630798
567,-0.178705632686615
568,-0.18403838574886322
569,-0.18397758901119232
570,-0.16660413146018982
571,-0.182367742061615
572,-0.18214908242225647
573,-0.18142563104629517
574,-0.1870596706867218
575,-0.18162895739078522
576,-0.18387752771377563
577,-0.18685975670814514
578,-0.18062224984169006
579,-0.18474562466144562
580,-0.1873876005411148
581,-0.18487334251403809
582,-0.18726110458374023
583,-0.1877240687608719
584,-0.1840866655111313
585,-0.18828578293323517
586,-0.18872183561325073
587,-0.17441250383853912
588,-0.18966679275035858
589,-0.18957698345184326
590,-0.18299271166324615
591,-0.1908949911594391
592,-0.19168958067893982
593,-0.18431231379508972
594,-0.1907777339220047
595,-0.1901513934135437
596,-0.1861419528722763
597,-0.19157163798809052
598,-0.18483048677444458
599,-0.1741158813238144
600,-0.1908949911594391
601,-0.1893557459115982
602,-0.17372417449951172
603,-0.19026830792427063
604,-0.19046780467033386
605,-0.17407304048538208
606,-0.18850299715995789
607,-0.18956947326660156
608,-0.17943380773067474
609,-0.189731627702713
610,-0.1902519166469574
611,-0.18297545611858368
612,-0.18978942930698395
613,-0.19005270302295685
614,-0.18349486589431763
615,-0.1702815443277359
616,-0.18901775777339935
617,-0.1824798583984375
618,-0.18980734050273895
619,-0.18879738450050354
620,-0.1626729965209961
621,-0.1911236196756363
622,-0.18887236714363098
623,-0.15579412877559662
624,-0.1909128576517105
625,-0.1883361041545868
626,-0.15703679621219635
627,-0.19015105068683624
628,-0.18812911212444305
629,-0.16640955209732056
630,-0.18914324045181274
631,-0.1893780529499054
632,-0.17766505479812622
633,-0.18903154134750366
634,-0.18917463719844818
635,-0.17938700318336487
636,-0.18666189908981323
637,-0.1918540745973587
638,-0.1739160418510437
639,-0.1857254058122635
640,-0.1834404021501541
641,-0.17030660808086395
642,-0.18576088547706604
643,-0.17207148671150208
644,-0.17091745138168335
645,-0.18670156598091125
646,-0.17856749892234802
647,-0.17246884107589722
648,-0.1758754849433899
649,-0.18439370393753052
650,-0.17779462039470673
651,-0.18407265841960907
652,-0.19193053245544434
653,-0.18293873965740204
654,-0.18548870086669922
655,-0.1779816597700119
656,-0.1849709302186966
657,-0.18570201098918915
658,-0.18589423596858978
659,-0.18516673147678375
660,-0.1898118406534195
661,-0.18488143384456635
662,-0.18782572448253632
663,-0.18875831365585327
664,-0.18690617382526398
665,-0.18862518668174744
666,-0.18974581360816956
667,-0.1852271854877472
668,-0.1905394047498703
669,-0.18952138721942902
670,-0.18438197672367096
671,-0.19132834672927856
672,-0.18748721480369568
673,-0.1831706315279007
674,-0.19107934832572937
675,-0.18808738887310028
676,-0.18012118339538574
677,-0.17204612493515015
678,-0.18791380524635315
679,-0.18139015138149261
680,-0.19049771130084991
681,-0.17585481703281403
682,-0.18326836824417114
683,-0.1898912787437439
684,-0.18186813592910767
685,-0.1778317242860794
686,-0.18963973224163055
687,-0.17775677144527435
688,-0.18594011664390564
689,-0.18831996619701385
690,-0.1756218820810318
691,-0.1750609129667282
692,-0.18730378150939941
693,-0.17691977322101593
694,-0.17686063051223755
695,-0.18559211492538452
696,-0.17856097221374512
697,-0.18372219800949097
698,-0.18546554446220398
699,-0.18060150742530823
700,-0.18446332216262817
701,-0.186711385846138
702,-0.17950013279914856
703,-0.1745644509792328
704,-0.1867569088935852
705,-0.18208099901676178
706,-0.18899206817150116
707,-0.1884533315896988
708,-0.1808912456035614
709,-0.1890120655298233
710,-0.17848557233810425
711,-0.17522211372852325
712,-0.18872441351413727
713,-0.18754258751869202
714,-0.18398356437683105
715,-0.18875546753406525
716,-0.18858562409877777
717,-0.17267778515815735
718,-0.18950903415679932
719,-0.19056791067123413
