source_file_token,view,slice_id,frame_index,qc_valid,qc_reason,qc_ncc,qc_intensity_scale,qc_residual,rescale_status
,2CH,2ch_s33_9301,0,1,valid,0.9104108548788852,1.0571428571428572,0.21487633002751957,identity_without_rescale_tags
,2CH,2ch_s33_9301,1,1,valid,0.9513304774805708,1.0259553126988286,0.15476399604506738,identity_without_rescale_tags
,2CH,2ch_s33_9301,2,1,valid,0.8931578564103606,1.0129046614123491,0.21155169854438197,identity_without_rescale_tags
,2CH,2ch_s33_9301,3,1,valid,0.903912422613003,1.0105513064582567,0.20703382265645803,identity_without_rescale_tags
,2CH,2ch_s33_9301,4,1,valid,0.917479493318129,1.009090909090909,0.1994918753301244,identity_without_rescale_tags
,2CH,2ch_s33_9301,5,1,valid,0.9167327533180958,1.0076335877862594,0.19493735958073558,identity_without_rescale_tags
,2CH,2ch_s33_9301,6,1,valid,0.9125802731682928,1.0011421565324006,0.19700377529261373,identity_without_rescale_tags
,2CH,2ch_s33_9301,7,1,valid,0.8992734155141462,1.0,0.22707676373365757,identity_without_rescale_tags
,2CH,2ch_s33_9301,8,1,valid,0.9000765596576448,0.9993856972355244,0.2206205723570001,identity_without_rescale_tags
,2CH,2ch_s33_9301,9,1,valid,0.8774262392206845,0.9950226234152911,0.24252748418402476,identity_without_rescale_tags
,2CH,2ch_s33_9301,10,1,valid,0.8787209451581587,0.989010989010989,0.24145493617263686,identity_without_rescale_tags
,2CH,2ch_s33_9301,11,1,valid,0.8605261424320145,0.996621072438444,0.265355311024891,identity_without_rescale_tags
,2CH,2ch_s33_9301,12,1,valid,0.8922354737544409,1.0,0.23739463545280626,identity_without_rescale_tags
,2CH,2ch_s33_9301,13,1,valid,0.8924459901283577,1.0,0.23112178801111075,identity_without_rescale_tags
,2CH,2ch_s33_9301,14,1,valid,0.9206066719558806,1.0,0.19970089256741053,identity_without_rescale_tags
,2CH,2ch_s33_9301,15,1,valid,0.8906651729031618,1.0,0.22224025927982977,identity_without_rescale_tags
,2CH,2ch_s33_9301,16,1,valid,0.9147704440468184,1.0019120458891013,0.1902127219888068,identity_without_rescale_tags
,2CH,2ch_s33_9301,17,1,valid,0.9075670845580047,1.0,0.20536738344228142,identity_without_rescale_tags
,2CH,2ch_s33_9301,18,1,valid,0.9105342007935951,1.004341534008683,0.1988861609227572,identity_without_rescale_tags
,2CH,2ch_s33_9301,19,1,valid,0.915016695213585,1.0,0.2035591248538289,identity_without_rescale_tags
,2CH,2ch_s33_9301,20,1,valid,0.8936043990265674,1.008933004681515,0.23049961112504216,identity_without_rescale_tags
,2CH,2ch_s33_9301,21,1,valid,0.8718890559333137,1.0,0.2449817003576843,identity_without_rescale_tags
,2CH,2ch_s33_9301,22,1,valid,0.872813258147422,1.0,0.24751370283422977,identity_without_rescale_tags
,2CH,2ch_s33_9301,23,1,valid,0.8782970139749058,0.9926488601319998,0.23445712804247074,identity_without_rescale_tags
,2CH,2ch_s33_9301,24,1,valid,0.90535496866034,0.9978947368421053,0.21052471258712965,identity_without_rescale_tags
,2CH,2ch_s33_9301,25,1,valid,0.9196636511809477,0.9994736724009596,0.1934481278728699,identity_without_rescale_tags
,2CH,2ch_s33_9301,26,1,valid,0.933878750266254,0.9936828579181765,0.17677564571518062,identity_without_rescale_tags
,2CH,2ch_s33_9301,27,1,valid,0.9186599652464522,0.9915552386046236,0.18311758861706465,identity_without_rescale_tags
,2CH,2ch_s33_9301,28,1,valid,0.9070801965112534,0.9984399375975039,0.19075488850373376,identity_without_rescale_tags
,2CH,2ch_s33_9301,29,1,valid,0.9062792055852407,1.0,0.20145269312641842,identity_without_rescale_tags
,2CH,2ch_s33_9301,30,1,valid,0.9133390171445032,0.9962825278810409,0.18158930822058295,identity_without_rescale_tags
,2CH,2ch_s33_9301,31,1,valid,0.9316939827879509,0.9957081545064378,0.16678825754220472,identity_without_rescale_tags
,2CH,2ch_s33_9301,32,1,valid,0.9371545106570158,1.0,0.17185146800052653,identity_without_rescale_tags
,2CH,2ch_s33_9301,33,1,valid,0.9085995190333686,1.0,0.20574543868673018,identity_without_rescale_tags
,2CH,2ch_s33_9301,34,1,valid,0.9009670562171627,0.9947817010075338,0.20060252568924786,identity_without_rescale_tags
,2CH,2ch_s33_9301,35,1,valid,0.8761465086735518,1.0,0.22128968224506756,identity_without_rescale_tags
,2CH,2ch_s33_9301,36,1,valid,0.8956640306157616,1.0,0.21108612802525528,identity_without_rescale_tags
,2CH,2ch_s33_9301,37,1,valid,0.9316151863644998,1.0,0.1748604941111973,identity_without_rescale_tags
,2CH,2ch_s33_9301,38,1,valid,0.943684098784356,0.9978308026030369,0.16512707659181783,identity_without_rescale_tags
,2CH,2ch_s33_9301,39,1,valid,0.9383590741717523,0.9943555923707574,0.17099957430876903,identity_without_rescale_tags
,2CH,2ch_s33_9301,40,1,valid,0.8788904947461278,1.0,0.2293276105623897,identity_without_rescale_tags
,2CH,2ch_s33_9301,41,1,valid,0.885513494418589,1.0,0.225299403570303,identity_without_rescale_tags
,2CH,2ch_s33_9301,42,1,valid,0.880072065768019,1.0,0.23843363670626122,identity_without_rescale_tags
,2CH,2ch_s33_9301,43,1,valid,0.8825208502124886,1.0019389279974438,0.23165790111051243,identity_without_rescale_tags
,2CH,2ch_s33_9301,44,1,valid,0.877124052683633,0.9984177175575768,0.24121952728752477,identity_without_rescale_tags
,2CH,2ch_s33_9301,45,1,valid,0.8736072841901013,0.9912600099303601,0.25270232456241104,identity_without_rescale_tags
,2CH,2ch_s33_9301,46,1,valid,0.8636723560812589,0.98989898989899,0.25671133946494396,identity_without_rescale_tags
,2CH,2ch_s33_9301,47,1,valid,0.8484396303177476,0.9933774834437086,0.2655970321495444,identity_without_rescale_tags
,2CH,2ch_s33_9301,48,1,valid,0.8716348435072304,0.980128986671839,0.24764366940085372,identity_without_rescale_tags
,2CH,2ch_s33_9301,49,1,valid,0.9000672491448752,0.9860408635856597,0.2224174398386715,identity_without_rescale_tags
,2CH,2ch_s34_9401,0,1,valid,0.8793085043580208,1.0484455991063921,0.23380791636283135,identity_without_rescale_tags
,2CH,2ch_s34_9401,1,1,valid,0.8765345627875478,1.041375830752636,0.24254095403801812,identity_without_rescale_tags
,2CH,2ch_s34_9401,2,1,valid,0.8703245027140698,1.0294117647058822,0.24122623214743086,identity_without_rescale_tags
,2CH,2ch_s34_9401,3,1,valid,0.8775329054848602,1.008695652173913,0.23154180184133796,identity_without_rescale_tags
,2CH,2ch_s34_9401,4,1,valid,0.8977111200704974,1.0120481927710843,0.21381904148107952,identity_without_rescale_tags
,2CH,2ch_s34_9401,5,1,valid,0.9161308027257664,1.0206185567010309,0.20516987993476113,identity_without_rescale_tags
,2CH,2ch_s34_9401,6,1,valid,0.9446312541115129,1.0098039215686274,0.16536356449307313,identity_without_rescale_tags
,2CH,2ch_s34_9401,7,1,valid,0.883253228384842,1.0,0.2315816434281298,identity_without_rescale_tags
,2CH,2ch_s34_9401,8,1,valid,0.8778560169452243,1.0084191127247526,0.2346949214970995,identity_without_rescale_tags
,2CH,2ch_s34_9401,9,1,valid,0.860238333630103,1.0126582278481013,0.25668557973949646,identity_without_rescale_tags
,2CH,2ch_s34_9401,10,1,valid,0.9189882717461341,1.0055577618921543,0.20241107604569844,identity_without_rescale_tags
,2CH,2ch_s34_9401,11,1,valid,0.910659135261858,0.9990118567426619,0.21191419854739535,identity_without_rescale_tags
,2CH,2ch_s34_9401,12,1,valid,0.885003514225299,1.0018005082262644,0.23498361270775533,identity_without_rescale_tags
,2CH,2ch_s34_9401,13,1,valid,0.8791411521816523,0.9914953890663613,0.23241128589887197,identity_without_rescale_tags
,2CH,2ch_s34_9401,14,1,valid,0.8946112884131847,0.99375,0.21051282337925117,identity_without_rescale_tags
,2CH,2ch_s34_9401,15,1,valid,0.8895889894211281,0.9889773381812945,0.20991314849453802,identity_without_rescale_tags
,2CH,2ch_s34_9401,16,1,valid,0.8830384051052418,0.9930204732475445,0.21975336231709067,identity_without_rescale_tags
,2CH,2ch_s34_9401,17,1,valid,0.9286859469784147,0.9940973801620099,0.17648161902640883,identity_without_rescale_tags
,2CH,2ch_s34_9401,18,1,valid,0.9330255439694481,1.0,0.16764901667641316,identity_without_rescale_tags
,2CH,2ch_s34_9401,19,1,valid,0.9433376918425662,0.9974554707379135,0.1553949887298023,identity_without_rescale_tags
,2CH,2ch_s34_9401,20,1,valid,0.8698585117018105,0.9935483870967742,0.223255162718833,identity_without_rescale_tags
,2CH,2ch_s34_9401,21,1,valid,0.8864044975524867,0.9975429975429976,0.19483143819509055,identity_without_rescale_tags
,2CH,2ch_s34_9401,22,1,valid,0.8997063172027981,1.0,0.19439611151159725,identity_without_rescale_tags
,2CH,2ch_s34_9401,23,1,valid,0.9378394356473357,1.0,0.16750920672294584,identity_without_rescale_tags
,2CH,2ch_s34_9401,24,1,valid,0.9275443450189733,0.9924395840393261,0.17987558709969267,identity_without_rescale_tags
,2CH,2ch_s34_9401,25,1,valid,0.9286691164087952,1.006060606060606,0.1732961445951733,identity_without_rescale_tags
,2CH,2ch_s34_9401,26,1,valid,0.8797696725199504,0.9967068506414911,0.2135012227784633,identity_without_rescale_tags
,2CH,2ch_s34_9401,27,1,valid,0.873163184611313,1.0023696815529837,0.2272702269246281,identity_without_rescale_tags
,2CH,2ch_s34_9401,28,1,valid,0.8852776864901388,0.9911465232761392,0.21897287715831287,identity_without_rescale_tags
,2CH,2ch_s34_9401,29,1,valid,0.8877994926659983,0.9978947368421053,0.22831998917849194,identity_without_rescale_tags
,2CH,2ch_s34_9401,30,1,valid,0.898725977873409,1.0046583963253646,0.22891548211872978,identity_without_rescale_tags
,2CH,2ch_s34_9401,31,1,valid,0.8986621512988205,1.0057030951200274,0.22134041031409965,identity_without_rescale_tags
,2CH,2ch_s34_9401,32,1,valid,0.8783161234285871,0.9916453713146761,0.23964157994030147,identity_without_rescale_tags
,2CH,2ch_s34_9401,33,1,valid,0.8519565120103275,0.9854055559651667,0.2593739778147425,identity_without_rescale_tags
,2CH,2ch_s34_9401,34,1,valid,0.8643532448561486,1.0,0.2486066185698174,identity_without_rescale_tags
,2CH,2ch_s34_9401,35,1,valid,0.9304886254044168,0.9936061276517809,0.18348093376354724,identity_without_rescale_tags
,2CH,2ch_s34_9401,36,1,valid,0.9417026262181857,0.9874213836477987,0.16470036675611516,identity_without_rescale_tags
,2CH,2ch_s34_9401,37,1,valid,0.9226755510465541,0.9894982497082847,0.17847417693784468,identity_without_rescale_tags
,2CH,2ch_s34_9401,38,1,valid,0.8785691671755139,1.004803846153846,0.22475711923202632,identity_without_rescale_tags
,2CH,2ch_s34_9401,39,1,valid,0.8920213029633999,0.9888785817357246,0.19876036322233015,identity_without_rescale_tags
,2CH,2ch_s34_9401,40,1,valid,0.9133671762803692,1.0,0.18144860571988325,identity_without_rescale_tags
,2CH,2ch_s34_9401,41,1,valid,0.9179737480876686,1.0018492837979485,0.1805791474994188,identity_without_rescale_tags
,2CH,2ch_s34_9401,42,1,valid,0.9093986298078786,1.0,0.20956959974425948,identity_without_rescale_tags
,2CH,2ch_s34_9401,43,1,valid,0.9314318101956823,1.0,0.17191456828701995,identity_without_rescale_tags
,2CH,2ch_s34_9401,44,1,valid,0.9246286459187122,0.9965870307167235,0.18025927274607148,identity_without_rescale_tags
,2CH,2ch_s34_9401,45,1,valid,0.871183211078686,0.9945508549381077,0.23580241782552194,identity_without_rescale_tags
,2CH,2ch_s34_9401,46,1,valid,0.8814142473259329,0.9921259842519685,0.23069153309988474,identity_without_rescale_tags
,2CH,2ch_s34_9401,47,1,valid,0.8969563949320557,0.9983560739055987,0.2163053470583712,identity_without_rescale_tags
,2CH,2ch_s34_9401,48,1,valid,0.9117731087372849,0.9994230722549629,0.1997444866620989,identity_without_rescale_tags
,2CH,2ch_s34_9401,49,1,valid,0.9020193173087517,0.994535519125683,0.22221277210107818,identity_without_rescale_tags
,2CH,2ch_s35_9501,0,1,valid,0.9149140427056074,1.0480370750920456,0.20257212791986715,identity_without_rescale_tags
,2CH,2ch_s35_9501,1,1,valid,0.9317959039121513,1.0359670364551414,0.17613565536110787,identity_without_rescale_tags
,2CH,2ch_s35_9501,2,1,valid,0.9573886773426645,1.018153714624824,0.1443904241646311,identity_without_rescale_tags
,2CH,2ch_s35_9501,3,1,valid,0.9456034841238488,1.0116508755026974,0.14827919237857912,identity_without_rescale_tags
,2CH,2ch_s35_9501,4,1,valid,0.923578312513735,1.0122687286177023,0.1545498051019105,identity_without_rescale_tags
,2CH,2ch_s35_9501,5,1,valid,0.9632992384360999,1.0035481975743843,0.12528085248950466,identity_without_rescale_tags
,2CH,2ch_s35_9501,6,1,valid,0.9481385808291916,1.003395595526346,0.1437990679723305,identity_without_rescale_tags
,2CH,2ch_s35_9501,7,1,valid,0.9649407754319961,1.0010015045135405,0.1266253099646575,identity_without_rescale_tags
,2CH,2ch_s35_9501,8,1,valid,0.9471747387922401,1.0,0.13612556698990955,identity_without_rescale_tags
,2CH,2ch_s35_9501,9,1,valid,0.9799471114302287,0.997275204359673,0.09795248934537977,identity_without_rescale_tags
,2CH,2ch_s35_9501,10,1,valid,0.9497291486908758,0.9995324116954349,0.13591358781992563,identity_without_rescale_tags
,2CH,2ch_s35_9501,11,1,valid,0.9373125721967753,1.0,0.14354490857734994,identity_without_rescale_tags
,2CH,2ch_s35_9501,12,1,valid,0.9530729959981676,0.9941864441831851,0.14342053178767564,identity_without_rescale_tags
,2CH,2ch_s35_9501,13,1,valid,0.9531821608750096,0.9991094828577433,0.14470784560109382,identity_without_rescale_tags
,2CH,2ch_s35_9501,14,1,valid,0.9201202746963474,0.9987421304038948,0.17538755437409068,identity_without_rescale_tags
,2CH,2ch_s35_9501,15,1,valid,0.9129966459294915,1.0,0.187426474591388,identity_without_rescale_tags
,2CH,2ch_s35_9501,16,1,valid,0.9303147168146415,1.0,0.1719255169814318,identity_without_rescale_tags
,2CH,2ch_s35_9501,17,1,valid,0.9270051040196555,0.9955257046764894,0.1749924157678258,identity_without_rescale_tags
,2CH,2ch_s35_9501,18,1,valid,0.9462861256273445,0.9992307578514474,0.15089802836598015,identity_without_rescale_tags
,2CH,2ch_s35_9501,19,1,valid,0.9394477145074865,1.0,0.15182470578257004,identity_without_rescale_tags
,2CH,2ch_s35_9501,20,1,valid,0.9767834875328031,1.0,0.10321268402090941,identity_without_rescale_tags
,2CH,2ch_s35_9501,21,1,valid,0.9445122431720656,1.0,0.14505214860672935,identity_without_rescale_tags
,2CH,2ch_s35_9501,22,1,valid,0.9307892655939509,1.005028738227442,0.15379002450886214,identity_without_rescale_tags
,2CH,2ch_s35_9501,23,1,valid,0.9281874446903744,1.0010752800063822,0.16679085787932768,identity_without_rescale_tags
,2CH,2ch_s35_9501,24,1,valid,0.9401054971467759,1.0010319928431457,0.15981738046977878,identity_without_rescale_tags
,2CH,2ch_s35_9501,25,1,valid,0.922192532472733,0.9967888678460581,0.1803235523095965,identity_without_rescale_tags
,2CH,2ch_s35_9501,26,1,valid,0.8797911934011913,1.0,0.19601295907513022,identity_without_rescale_tags
,2CH,2ch_s35_9501,27,1,valid,0.9383972321373119,0.9870270118650248,0.1646428237477858,identity_without_rescale_tags
,2CH,2ch_s35_9501,28,1,valid,0.9567493541112969,0.9936457145164383,0.14174751516488304,identity_without_rescale_tags
,2CH,2ch_s35_9501,29,1,valid,0.9544867436508329,0.9925925925925926,0.14092285604631255,identity_without_rescale_tags
,2CH,2ch_s35_9501,30,1,valid,0.9263869409653004,0.9983164553733133,0.16120843983435287,identity_without_rescale_tags
,2CH,2ch_s35_9501,31,1,valid,0.9674231915471896,0.9897469738422537,0.12408222435847349,identity_without_rescale_tags
,2CH,2ch_s35_9501,32,1,valid,0.9454954808890867,0.9975772250348521,0.14266179128790654,identity_without_rescale_tags
,2CH,2ch_s35_9501,33,1,valid,0.9597619522673236,0.9978528062740103,0.13233416194751754,identity_without_rescale_tags
,2CH,2ch_s35_9501,34,1,valid,0.9336832002209691,0.9962264150943396,0.1670817326256694,identity_without_rescale_tags
,2CH,2ch_s35_9501,35,1,valid,0.9494667436479546,0.9952305246422893,0.1455337874910759,identity_without_rescale_tags
,2CH,2ch_s35_9501,36,1,valid,0.9308309575507028,0.9948186528497409,0.16066650752059625,identity_without_rescale_tags
,2CH,2ch_s35_9501,37,1,valid,0.9336501072194706,0.9982608485244434,0.15094040007615264,identity_without_rescale_tags
,2CH,2ch_s35_9501,38,1,valid,0.96229002912705,0.9962264150943396,0.12624194461543026,identity_without_rescale_tags
,2CH,2ch_s35_9501,39,1,valid,0.9722605400924342,0.9990627928772259,0.11156066684725434,identity_without_rescale_tags
,2CH,2ch_s35_9501,40,1,valid,0.952085289938802,1.0,0.13574287229227366,identity_without_rescale_tags
,2CH,2ch_s35_9501,41,1,valid,0.8951851377296882,1.0,0.1788062765271398,identity_without_rescale_tags
,2CH,2ch_s35_9501,42,1,valid,0.9297698562568281,1.0,0.16998068378886277,identity_without_rescale_tags
,2CH,2ch_s35_9501,43,1,valid,0.9011209923080441,1.0,0.20553788081444418,identity_without_rescale_tags
,2CH,2ch_s35_9501,44,1,valid,0.8785583827775091,1.0,0.23059420869025246,identity_without_rescale_tags
,2CH,2ch_s35_9501,45,1,valid,0.8534365228626788,1.011049723756906,0.25734489418696377,identity_without_rescale_tags
,2CH,2ch_s35_9501,46,1,valid,0.8649379935239773,1.0,0.25250173370569123,identity_without_rescale_tags
,2CH,2ch_s35_9501,47,1,valid,0.8425111531803354,0.996761131479704,0.27314711057430335,identity_without_rescale_tags
,2CH,2ch_s35_9501,48,1,valid,0.8163479110726227,1.0,0.2981120318985142,identity_without_rescale_tags
,2CH,2ch_s35_9501,49,1,valid,0.8305569859090529,0.9953760784755312,0.2898815564042972,identity_without_rescale_tags
,2CH,2ch_s36_9601,0,1,valid,0.9113774397716556,1.0407619712522282,0.19590934460155135,identity_without_rescale_tags
,2CH,2ch_s36_9601,1,1,valid,0.9011478252158215,1.0223302280833488,0.19756991151927114,identity_without_rescale_tags
,2CH,2ch_s36_9601,2,1,valid,0.8936633452865866,1.0177777777777777,0.2007656875301415,identity_without_rescale_tags
,2CH,2ch_s36_9601,3,1,valid,0.937507307651131,1.0084033613445378,0.1616715703444824,identity_without_rescale_tags
,2CH,2ch_s36_9601,4,1,valid,0.9313199310028648,1.007973862815649,0.16592765018404596,identity_without_rescale_tags
,2CH,2ch_s36_9601,5,1,valid,0.9554737130621066,1.0125268448401863,0.13821153150951376,identity_without_rescale_tags
,2CH,2ch_s36_9601,6,1,valid,0.9348334781101155,1.0080731993245973,0.1580889008856225,identity_without_rescale_tags
,2CH,2ch_s36_9601,7,1,valid,0.9546420452086872,1.0044085255247475,0.141378920870201,identity_without_rescale_tags
,2CH,2ch_s36_9601,8,1,valid,0.9380403160908628,1.0050761421319796,0.16154180557501022,identity_without_rescale_tags
,2CH,2ch_s36_9601,9,1,valid,0.8989359431075168,1.006896551724138,0.18822745671323315,identity_without_rescale_tags
,2CH,2ch_s36_9601,10,1,valid,0.9195295941060243,1.0,0.18542620875030796,identity_without_rescale_tags
,2CH,2ch_s36_9601,11,1,valid,0.9084815374599338,1.0,0.20121273104293438,identity_without_rescale_tags
,2CH,2ch_s36_9601,12,1,valid,0.8963823019636519,1.0034742339384577,0.21510831809030181,identity_without_rescale_tags
,2CH,2ch_s36_9601,13,1,valid,0.8771401396698861,1.0,0.2370216786153027,identity_without_rescale_tags
,2CH,2ch_s36_9601,14,1,valid,0.8997324640425177,0.998901065724723,0.22004218590642002,identity_without_rescale_tags
,2CH,2ch_s36_9601,15,1,valid,0.8964895775445023,0.9930555555555556,0.22002242432736074,identity_without_rescale_tags
,2CH,2ch_s36_9601,16,1,valid,0.8830635577542455,0.9995048863064543,0.23059357407615982,identity_without_rescale_tags
,2CH,2ch_s36_9601,17,1,valid,0.8994246882825696,0.989823006857038,0.22141056846001317,identity_without_rescale_tags
,2CH,2ch_s36_9601,18,1,valid,0.9209514108317238,0.9964664310954063,0.19649151603816467,identity_without_rescale_tags
,2CH,2ch_s36_9601,19,1,valid,0.9299986753856391,0.9936842105263158,0.18345351975410143,identity_without_rescale_tags
,2CH,2ch_s36_9601,20,1,valid,0.9148816033360362,0.9936305732484076,0.19523593704541173,identity_without_rescale_tags
,2CH,2ch_s36_9601,21,1,valid,0.9445813670492863,0.9903030160558546,0.1635899812393868,identity_without_rescale_tags
,2CH,2ch_s36_9601,22,1,valid,0.9371147188455499,0.995821718914578,0.16552368287321445,identity_without_rescale_tags
,2CH,2ch_s36_9601,23,1,valid,0.9529969365170307,0.9982195444358386,0.1440094764826748,identity_without_rescale_tags
,2CH,2ch_s36_9601,24,1,valid,0.9358843603448157,0.9931685093616311,0.16285432043239803,identity_without_rescale_tags
,2CH,2ch_s36_9601,25,1,valid,0.9614663974934293,0.9940535124941066,0.13067789480034972,identity_without_rescale_tags
,2CH,2ch_s36_9601,26,1,valid,0.9367485964991815,0.998745294855709,0.15754488999037983,identity_without_rescale_tags
,2CH,2ch_s36_9601,27,1,valid,0.9138275907021822,1.0,0.17249038069445125,identity_without_rescale_tags
,2CH,2ch_s36_9601,28,1,valid,0.9388860220562937,0.995688810338069,0.1610418389941623,identity_without_rescale_tags
,2CH,2ch_s36_9601,29,1,valid,0.9398602616441198,0.9987405521584303,0.16153503413577872,identity_without_rescale_tags
,2CH,2ch_s36_9601,30,1,valid,0.9139067856026518,1.0,0.18143098464864418,identity_without_rescale_tags
,2CH,2ch_s36_9601,31,1,valid,0.8950614978952398,1.0,0.19705241378564164,identity_without_rescale_tags
,2CH,2ch_s36_9601,32,1,valid,0.9240620630838561,1.0,0.17559582683543848,identity_without_rescale_tags
,2CH,2ch_s36_9601,33,1,valid,0.9058605103960861,1.0,0.19711823919599783,identity_without_rescale_tags
,2CH,2ch_s36_9601,34,1,valid,0.9034396933356116,1.0,0.19994895882548702,identity_without_rescale_tags
,2CH,2ch_s36_9601,35,1,valid,0.8825704979518554,0.9935826913867576,0.22220049102828662,identity_without_rescale_tags
,2CH,2ch_s36_9601,36,1,valid,0.8928519916643407,0.9942304907702831,0.2173489400987669,identity_without_rescale_tags
,2CH,2ch_s36_9601,37,1,valid,0.8669903096146555,0.996485050654806,0.24069452320575543,identity_without_rescale_tags
,2CH,2ch_s36_9601,38,1,valid,0.887429620091075,0.9964428627916173,0.22794187538403568,identity_without_rescale_tags
,2CH,2ch_s36_9601,39,1,valid,0.880606358266991,0.9927007299270073,0.23001124682101706,identity_without_rescale_tags
,2CH,2ch_s36_9601,40,1,valid,0.8992331999294362,0.9959758388392279,0.2157513088202938,identity_without_rescale_tags
,2CH,2ch_s36_9601,41,1,valid,0.8958655260647583,0.9921425563206834,0.21380861022313927,identity_without_rescale_tags
,2CH,2ch_s36_9601,42,1,valid,0.8869682090250839,1.0,0.20825824413139035,identity_without_rescale_tags
,2CH,2ch_s36_9601,43,1,valid,0.9375334443738377,0.9964841646138496,0.1647814701095625,identity_without_rescale_tags
,2CH,2ch_s36_9601,44,1,valid,0.9388680773007063,1.0,0.16320740894501498,identity_without_rescale_tags
,2CH,2ch_s36_9601,45,1,valid,0.9424195237435771,1.0,0.1591501425025557,identity_without_rescale_tags
,2CH,2ch_s36_9601,46,1,valid,0.9172858436916564,1.0029150319799531,0.17596135054040715,identity_without_rescale_tags
,2CH,2ch_s36_9601,47,1,valid,0.9441533671885014,1.0,0.15695959390412817,identity_without_rescale_tags
,2CH,2ch_s36_9601,48,1,valid,0.9180095301104886,1.0,0.18621263325058623,identity_without_rescale_tags
,2CH,2ch_s36_9601,49,1,valid,0.8966573455027967,1.0,0.1964411454060238,identity_without_rescale_tags
,2CH,2ch_s37_9701,0,1,valid,0.9440421772618653,1.0516717325227964,0.1658078309431326,identity_without_rescale_tags
,2CH,2ch_s37_9701,1,1,valid,0.9355736754901038,1.0381471389645776,0.16579458440578715,identity_without_rescale_tags
,2CH,2ch_s37_9701,2,1,valid,0.9534316302636158,1.0265486725663717,0.14537889494422,identity_without_rescale_tags
,2CH,2ch_s37_9701,3,1,valid,0.9218834646696273,1.0148148148148148,0.17913781586360455,identity_without_rescale_tags
,2CH,2ch_s37_9701,4,1,valid,0.9159937055424343,1.0134797803295057,0.17477654009988722,identity_without_rescale_tags
,2CH,2ch_s37_9701,5,1,valid,0.9410933382487662,1.002824858757062,0.15629108988458043,identity_without_rescale_tags
,2CH,2ch_s37_9701,6,1,valid,0.9637910185147772,1.0024449877750612,0.1276852282649641,identity_without_rescale_tags
,2CH,2ch_s37_9701,7,1,valid,0.9485815639692213,1.0,0.13853805506997308,identity_without_rescale_tags
,2CH,2ch_s37_9701,8,1,valid,0.9472035556017651,1.0,0.14457735875381766,identity_without_rescale_tags
,2CH,2ch_s37_9701,9,1,valid,0.9641949500327726,0.9983471074380166,0.12502849660250825,identity_without_rescale_tags
,2CH,2ch_s37_9701,10,1,valid,0.9440842277105984,1.0,0.1473686518657269,identity_without_rescale_tags
,2CH,2ch_s37_9701,11,1,valid,0.9480825463643242,1.0,0.14597424434924786,identity_without_rescale_tags
,2CH,2ch_s37_9701,12,1,valid,0.9228058541517328,1.0,0.17747017725848926,identity_without_rescale_tags
,2CH,2ch_s37_9701,13,1,valid,0.9264756155137279,1.0,0.17460461687134723,identity_without_rescale_tags
,2CH,2ch_s37_9701,14,1,valid,0.8891508314183167,1.0,0.2080192587284887,identity_without_rescale_tags
,2CH,2ch_s37_9701,15,1,valid,0.8714823368283372,1.0035906642728905,0.22280605026752084,identity_without_rescale_tags
,2CH,2ch_s37_9701,16,1,valid,0.8847276598365924,0.9958095238095238,0.2165749931270569,identity_without_rescale_tags
,2CH,2ch_s37_9701,17,1,valid,0.8732875165564757,0.9958847736625515,0.23218674448982282,identity_without_rescale_tags
,2CH,2ch_s37_9701,18,1,valid,0.8583757006302238,0.9990662931839402,0.24030703857186175,identity_without_rescale_tags
,2CH,2ch_s37_9701,19,1,valid,0.8463302307186817,0.9987041036717063,0.2509460545797869,identity_without_rescale_tags
,2CH,2ch_s37_9701,20,1,valid,0.8636361820061268,0.998272884283247,0.24573046179288635,identity_without_rescale_tags
,2CH,2ch_s37_9701,21,1,valid,0.838578092739521,0.9989637305699481,0.2679836807623444,identity_without_rescale_tags
,2CH,2ch_s37_9701,22,1,valid,0.8716499486362068,0.999168744804655,0.2397548221097056,identity_without_rescale_tags
,2CH,2ch_s37_9701,23,1,valid,0.8716885083190334,0.9957081545064378,0.2365778349333899,identity_without_rescale_tags
,2CH,2ch_s37_9701,24,1,valid,0.8927395784108649,0.9971671388101983,0.22296751309492358,identity_without_rescale_tags
,2CH,2ch_s37_9701,25,1,valid,0.8909120733551579,0.9972033559728326,0.2181730931836649,identity_without_rescale_tags
,2CH,2ch_s37_9701,26,1,valid,0.91129643110646,1.0,0.19337846791191887,identity_without_rescale_tags
,2CH,2ch_s37_9701,27,1,valid,0.9435976004801508,0.9991596638655462,0.16000524136845096,identity_without_rescale_tags
,2CH,2ch_s37_9701,28,1,valid,0.9336299421870219,1.0,0.1729732148951769,identity_without_rescale_tags
,2CH,2ch_s37_9701,29,1,valid,0.9459663846488304,1.0,0.15546070604073797,identity_without_rescale_tags
,2CH,2ch_s37_9701,30,1,valid,0.9302960884736239,1.0030395136778116,0.16398252236629524,identity_without_rescale_tags
,2CH,2ch_s37_9701,31,1,valid,0.9441852947911092,1.0,0.15164987117368656,identity_without_rescale_tags
,2CH,2ch_s37_9701,32,1,valid,0.9196938176715075,1.0,0.17695518739646043,identity_without_rescale_tags
,2CH,2ch_s37_9701,33,1,valid,0.9024835098991012,1.0029940119760479,0.19409536909147315,identity_without_rescale_tags
,2CH,2ch_s37_9701,34,1,valid,0.9026733335316743,1.0,0.20114206398595097,identity_without_rescale_tags
